playerID,age,points,nameFirst,nameLast,teamID,POS
troutmi01,31.0,1661.5242,Mike,Trout,LAA,OF
arenano01,31.0,1608.8262,Nolan,Arenado,SLN,3B
harpebr03,30.0,1579.0641,Bryce,Harper,PHI,OF
bettsmo01,30.0,1547.5265,Mookie,Betts,LAN,2B
bettsmo01,30.0,1547.5265,Mookie,Betts,LAN,OF
sotoju01,24.0,1511.7858,Juan,Soto,WAS,OF
bogaexa01,30.0,1473.1287,Xander,Bogaerts,BOS,SS
arozara01,27.0,1463.4213,Randy,Arozarena,TBA,OF
lindofr01,29.0,1448.8025,Francisco,Lindor,NYN,SS
walshja01,29.0,1405.9631,Jared,Walsh,LAA,1B
walshja01,29.0,1405.9631,Jared,Walsh,LAA,OF
judgeaa01,30.0,1401.0387,Aaron,Judge,NYA,OF
altuvjo01,32.0,1374.1602,Jose,Altuve,HOU,2B
garciad02,29.0,1360.1108,Adolis,Garcia,TEX,OF
alonspe01,28.0,1353.6394,Pete,Alonso,NYN,1B
olsonma02,28.0,1330.1768,Matt,Olson,OAK,1B
beninan01,28.0,1307.4581,Andrew,Benintendi,KCA,OF
bellico01,27.0,1295.4082,Cody,Bellinger,LAN,1B
bellico01,27.0,1295.4082,Cody,Bellinger,LAN,OF
deverra01,26.0,1284.9088,Rafael,Devers,BOS,3B
merriwh01,33.0,1284.8629,Whit,Merrifield,KCA,1B
merriwh01,33.0,1284.8629,Whit,Merrifield,KCA,2B
merriwh01,33.0,1284.8629,Whit,Merrifield,KCA,OF
acunaro01,25.0,1280.1885,Ronald,Acuna,ATL,OF
bregmal01,28.0,1280.127,Alex,Bregman,HOU,3B
turnetr01,29.0,1260.8706,Trea,Turner,LAN,SS
guerrvl02,23.0,1259.7334,Vladimir,Guerrero,TOR,1B
albieoz01,25.0,1252.1393,Ozzie,Albies,ATL,2B
ohtansh01,28.0,1242.6084,Shohei,Ohtani,LAA,P
tatisfe02,23.0,1232.6831,Fernando,Tatis,SDN,SS
yelicch01,31.0,1225.4457,Christian,Yelich,MIL,OF
reynobr01,27.0,1199.6235,Bryan,Reynolds,PIT,OF
machama01,30.0,1165.8453,Manny,Machado,SDN,3B
hoskirh01,29.0,1159.3774,Rhys,Hoskins,PHI,1B
chapmma01,29.0,1154.6886,Matt,Chapman,OAK,3B
chapmma01,29.0,1154.6886,Matt,Chapman,OAK,SS
croncj01,32.0,1136.9768,C. J.,Cron,COL,1B
moncayo01,27.0,1126.9235,Yoan,Moncada,CHA,3B
chishja01,24.0,1118.269,Jazz,Chisholm,MIA,2B
chishja01,24.0,1118.269,Jazz,Chisholm,MIA,SS
dalbebo01,27.0,1115.4337,Bobby,Dalbec,BOS,1B
dalbebo01,27.0,1115.4337,Bobby,Dalbec,BOS,3B
anderti01,29.0,1100.2244,Tim,Anderson,CHA,SS
renfrhu01,30.0,1091.6661,Hunter,Renfroe,MIL,1B
renfrhu01,30.0,1091.6661,Hunter,Renfroe,MIL,OF
seageco01,28.0,1091.1187,Corey,Seager,TEX,SS
smithpa04,26.0,1073.5427,Pavin,Smith,ARI,1B
smithpa04,26.0,1073.5427,Pavin,Smith,ARI,OF
torregl01,26.0,1066.1783,Gleyber,Torres,NYA,SS
rileyau01,25.0,1059.4098,Austin,Riley,ATL,1B
